ticker,company,sector,industry,source_bucket,thesis_tag,style_tag,short_reason,possible_disqualifier,mkt_cap_tier,geography,already_analyzed,priority,triage_rec,confidence,as_of_date
AME,Ametek Inc.,Industrials,Electronic Instruments / Electromechanical,industrial_compounders,quality_compounder,compounder,Niche instrument acquisitions compounding; consistent 20%+ EBITDA margins,Acquisition pace slowing; industrial instrumentation cycle soft,large,US,False,medium,maybe,high,2026-03-11
WCN,Waste Connections Inc.,Industrials,Solid Waste Management,industrial_compounders,quality_compounder,compounder,Secondary-market waste focus reduces competition; superior pricing discipline,Premium valuation vs WM; slower organic growth,large,US,False,medium,maybe,high,2026-03-11
RSG,Republic Services Inc.,Industrials,Solid Waste Management,industrial_compounders,quality_compounder,compounder,Solid waste oligopoly; environmental services digital transformation,Blue Triton integration; capex intensity for CNG fleet,large,US,False,medium,maybe,high,2026-03-11
GWW,W.W. Grainger Inc.,Industrials,Industrial Distribution,industrial_compounders,quality_compounder,compounder,High-touch MRO model with Zoro digital flank; share gains durable,Industrial cycle; Amazon Business competition in spot MRO,large,US,False,medium,maybe,high,2026-03-11
CSX,CSX Corp.,Industrials,Class I Railroad,industrial_compounders,quality_compounder,compounder,East corridor rail oligopoly; pricing power over trucking secular,Volume sensitive to coal and intermodal cycles; PSR limits growth,large,US,False,medium,maybe,high,2026-03-11
NSC,Norfolk Southern Corp.,Industrials,Class I Railroad,industrial_compounders,quality_compounder,compounder,East rail network; operational improvements post-Ohio derailment reset,Ohio derailment liability overhang; activist pressure legacy,large,US,False,medium,maybe,medium,2026-03-11
UNP,Union Pacific Corp.,Industrials,Class I Railroad,industrial_compounders,quality_compounder,compounder,West rail monopoly; precision railroading drives consistent OR improvement,Volume leverage to US-Mexico trade; intermodal cycle,mega,US,False,medium,maybe,high,2026-03-11
XPO,XPO Inc.,Industrials,LTL Trucking / Freight,industrial_compounders,turnaround,recovery,LTL-focused post-spinoffs; operational gains catching ODFL and SAIA,LTL pricing environment soft; Yellow closure share may plateau,large,US,False,medium,maybe,medium,2026-03-11
JPM,JPMorgan Chase & Co.,Financials,Global Banking,financial_quality,quality_compounder,compounder,Best-in-class US bank; Dimon capital allocation disciplines returns,Rate cycle sensitivity; Basel III endgame capital requirements,mega,US,False,medium,maybe,high,2026-03-11
CB,Chubb Ltd.,Financials,Property & Casualty Insurance,financial_quality,quality_compounder,compounder,P&C rate hardening cycle; Evan Greenberg underwriting discipline best-in-class,Catastrophe loss exposure; P&C cycle eventual softening,mega,US,False,medium,maybe,high,2026-03-11
AJG,Arthur J. Gallagher & Co.,Financials,Insurance Brokerage,financial_quality,quality_compounder,compounder,Insurance brokerage compounder; M&A-fueled growth with pricing power,Insurance cycle softening; M&A integration risk at pace,large,US,False,medium,maybe,high,2026-03-11
AFL,Aflac Inc.,Financials,Supplemental Insurance,financial_quality,quality_compounder,compounder,Supplemental health insurance monopoly in Japan; consistent buybacks,Japan currency risk; US cancer insurance market saturation,large,US,False,medium,maybe,high,2026-03-11
MKL,Markel Group Inc.,Financials,Specialty Insurance,financial_quality,quality_compounder,compounder,Mini-Berkshire model; Markel Ventures adds non-insurance compounding,Specialty insurance pricing cyclicality; smaller float than BRK,large,US,False,medium,maybe,high,2026-03-11
BX,Blackstone Inc.,Financials,Alternative Asset Management,financial_quality,dominant_ecosystem,compounder,Largest alternative asset manager; BREIT and retail AUM channel growing,Real estate NAV pressure if rates stay high; fee-sensitive AUM,mega,US,False,medium,maybe,high,2026-03-11
KKR,KKR & Co. Inc.,Financials,Alternative Asset Management,financial_quality,dominant_ecosystem,compounder,Insurance balance sheet (Global Atlantic) plus alts flywheel compounding,Credit cycle sensitivity; carried interest volatility,mega,US,False,medium,maybe,high,2026-03-11
PG,Procter & Gamble Co.,Consumer,Household / Personal Care Products,consumer_quality,quality_compounder,compounder,Category-leading brands with pricing power; EM exposure growing,Private label substitution at margin; volume growth slow,mega,US,False,medium,maybe,high,2026-03-11
KO,Coca-Cola Co.,Consumer,Beverages,consumer_quality,quality_compounder,compounder,Global distribution moat; pricing power proven through inflation cycle,GLP-1 weight-loss headwind; premium valuation for slow grower,mega,US,False,medium,maybe,high,2026-03-11
PEP,PepsiCo Inc.,Consumer,Beverages / Snacks,consumer_quality,quality_compounder,compounder,Frito-Lay snack moat diversifies; pricing power held in inflationary period,Snack volume normalization; GLP-1 headwind to caloric snacks,mega,US,False,medium,maybe,high,2026-03-11
DXCM,DexCom Inc.,Healthcare,Continuous Glucose Monitoring,consumer_quality,secular_growth,compounder,CGM market expanding to type 2 non-insulin users; G7 competitive,Abbott FreeStyle Libre share pressure; Medicare reimbursement risk,large,US,False,medium,maybe,medium,2026-03-11
AAPL,Apple Inc.,Technology,Consumer Electronics / Software / Services,sector_leader,dominant_ecosystem,compounder,Services flywheel growing 15%+; installed base 2B+ with high loyalty,iPhone China exposure and tariff risk; services antitrust scrutiny,mega,US,False,medium,maybe,high,2026-03-11
AMZN,Amazon.com Inc.,Technology,E-Commerce / Cloud / Logistics,sector_leader,dominant_ecosystem,compounder,AWS margin expansion; advertising now $50B+ and high-margin,Retail capex remains heavy; antitrust breakup risk long-term,mega,US,False,medium,maybe,high,2026-03-11
CDNS,Cadence Design Systems Inc.,Technology,EDA Software / Semiconductor Design,sector_leader,dominant_ecosystem,compounder,EDA duopoly with SNPS; every AI chip designed on Cadence tools,SNPS/Ansys merger competitive response; China EDA restriction,large,US,False,medium,maybe,high,2026-03-11
SNPS,Synopsys Inc.,Technology,EDA Software / Semiconductor Design,sector_leader,dominant_ecosystem,compounder,EDA plus Ansys simulation acquisition creates chip-to-system platform,Ansys deal antitrust scrutiny; integration complexity,large,US,False,medium,maybe,high,2026-03-11
ORCL,Oracle Corp.,Technology,Enterprise Software / Cloud Database,sector_leader,dominant_ecosystem,compounder,OCI GPU cloud and database lock-in; AI training workloads growing fast,Hyperscaler cloud competition; database migration risk accelerating,mega,US,False,medium,maybe,medium,2026-03-11
PANW,Palo Alto Networks Inc.,Technology,Cybersecurity,sector_leader,dominant_ecosystem,compounder,Platform consolidation strategy winning; Cortex AI growing billings,Platformization short-term billings pressure; CrowdStrike competition,large,US,False,medium,maybe,medium,2026-03-11
INTU,Intuit Inc.,Technology,Financial Software / Tax,sector_leader,dominant_ecosystem,compounder,TurboTax moat plus SMB Quickbooks; Credit Karma adds consumer fin data,IRS free filing threat; Mailchimp integration slower than expected,mega,US,False,medium,maybe,high,2026-03-11
UBER,Uber Technologies Inc.,Technology,Ride-Hailing / Delivery Platforms,sector_leader,dominant_ecosystem,compounder,Network density in both mobility and delivery creating profitable flywheel,Autonomous vehicle threat from Waymo could undermine driver model,large,US,False,medium,maybe,medium,2026-03-11
ABNB,Airbnb Inc.,Consumer,Short-Term Rentals / Travel Platform,sector_leader,dominant_ecosystem,compounder,Asset-light marketplace with host/guest loyalty; experiences layer growing,Regulatory risk in cities; hotels recovering competitive position,large,US,False,medium,maybe,medium,2026-03-11
WDAY,Workday Inc.,Technology,Cloud HR / Finance Software,sector_leader,dominant_ecosystem,compounder,HCM and Financials cloud suite; large enterprise loyalty extremely high,SAP S/4HANA integrated FINS competition; AI agents may commoditize HR,large,US,False,medium,maybe,high,2026-03-11
TTD,The Trade Desk Inc.,Technology,Programmatic Advertising,sector_leader,sector_leader,compounder,Independent DSP standard; CTV and retail media beneficiary,Google Privacy Sandbox cookie alternative slows identity graph,large,US,False,medium,maybe,medium,2026-03-11
RACE,Ferrari NV,Consumer,Luxury Automotive,sector_leader,monopoly_power,compounder,Intentional production scarcity; waitlist creates irreplaceable pricing power,EV transition execution risk; ultra-luxury demand China softness,mega,Europe,False,medium,maybe,high,2026-03-11
HUBS,HubSpot Inc.,Technology,CRM / Marketing Software,sector_leader,secular_growth,compounder,SMB CRM standard; AI features accelerating platform stickiness,Salesforce competitive pressure in mid-market; acquisition target premium,large,US,False,medium,maybe,medium,2026-03-11
ANSS,ANSYS Inc.,Technology,Simulation Software,sector_leader,dominant_ecosystem,compounder,Simulation software standard in aerospace/auto; Synopsys merger pending,Synopsys acquisition uncertainty; standalone disruption if deal falls,large,US,False,medium,maybe,medium,2026-03-11
GEBN.SW,Geberit AG,Industrials,Sanitary Products / Piping Systems,large_cap_europe_quality,quality_compounder,compounder,"European sanitary systems leader; specification-driven demand, pricing durable",European construction cycle sensitivity; limited US presence,large,Europe,False,medium,maybe,medium,2026-03-11
IFX.DE,Infineon Technologies AG,Technology,Power Semiconductors / IoT,large_cap_europe_quality,secular_growth,compounder,Power semi leader for EV and renewables; SiC position strong,EV slowdown hitting auto semi demand; inventory excess,large,Europe,False,medium,maybe,medium,2026-03-11
EXPD,Expeditors International of Washington Inc.,Industrials,Global Freight Forwarding,industrial_compounders,quality_compounder,compounder,Asset-light freight forwarding with best culture; net cash balance sheet,Freight forwarding commoditized; volume and rate cycle sensitivity,large,US,False,medium,maybe,medium,2026-03-11
PHIA.AS,Koninklijke Philips NV,Healthcare,Health Technology / Imaging,large_cap_europe_quality,turnaround,recovery,CPAP recall settlement complete; imaging systems backlog recovering,Brand damage from recall; Siemens Healthineers and GE competition,large,Europe,False,medium,maybe,low,2026-03-11
ADS.DE,Adidas AG,Consumer,Sporting Goods / Apparel,large_cap_europe_quality,turnaround,recovery,Yeezy inventory cleared; Bjorn Borg era brand repositioning showing results,Nike and On Running competition; China brand perception complex,large,Europe,False,medium,maybe,medium,2026-03-11
GS,Goldman Sachs Group Inc.,Financials,Investment Banking / Asset Management,financial_quality,quality_compounder,cyclical,M&A and IPO cycle recovering; asset management platform scaling,IB revenue deeply cyclical; consumer banking exit still complex,mega,US,False,medium,maybe,medium,2026-03-11
RLI,RLI Corp.,Financials,Specialty Insurance,financial_quality,quality_compounder,compounder,Best combined ratio specialty insurer; disciplined niche underwriting,Small scale limits diversification; catastrophe event sensitivity,mid,US,False,medium,maybe,medium,2026-03-11
ACLS,Axcelis Technologies Inc.,Technology,Semiconductor Equipment / Ion Implant,semis_and_infra,sector_leader,compounder,Ion implant niche leader; mature node and SiC EV chip demand,Smaller scale; customer concentration in mature node fabs,mid,US,False,medium,maybe,medium,2026-03-11
ONTO,Onto Innovation Inc.,Technology,Semiconductor Inspection Equipment,semis_and_infra,sector_leader,compounder,Advanced packaging inspection demand rising with AI chip complexity,KLA competitive threat; small scale limits pricing power,mid,US,False,medium,maybe,medium,2026-03-11
MSC,MSC Industrial Direct Co.,Industrials,Industrial Distribution,industrial_compounders,quality_compounder,compounder,Metalworking and MRO niche with technical expertise differentiating,Amazon Business and Grainger competition; industrial cycle sensitivity,mid,US,False,medium,maybe,medium,2026-03-11
TSLA,Tesla Inc.,Consumer,Electric Vehicles / Energy,sector_leader,turnaround,speculative,FSD and energy storage optionality real; brand reset needed post-Musk,Brand damage from Musk controversies; BYD price competition severe,mega,US,False,low,no,low,2026-03-11
MAERSK-B.CO,A.P. Moller - Maersk A/S,Industrials,Container Shipping / Logistics,large_cap_europe_quality,mean_reversion,cyclical,Container rate spike normalized; logistics transformation uncertain,Pure commodity shipping cycle; no durable pricing moat,large,Europe,False,low,no,low,2026-03-11
ORSTED.CO,Orsted A/S,Utilities,Offshore Wind Energy,large_cap_europe_quality,mean_reversion,cyclical,Offshore wind regulated returns; US asset write-downs severe,Regulated utility; no pricing power; balance sheet stressed,large,Europe,False,low,no,low,2026-03-11
VWS.CO,Vestas Wind Systems A/S,Industrials,Wind Turbine Manufacturing,large_cap_europe_quality,mean_reversion,cyclical,Wind turbine OEM with margin recovery; policy-dependent demand,Capital-intensive; commodity competition from Siemens Gamesa and China,large,Europe,False,low,no,low,2026-03-11
RIO.L,Rio Tinto plc,Materials,Diversified Mining,large_cap_europe_quality,mean_reversion,cyclical,Iron ore and copper volumes; copper optionality for energy transition,Pure commodity miner; no pricing power; China demand risk,mega,Europe,False,low,no,low,2026-03-11
SHEL.L,Shell plc,Energy,Integrated Oil & Gas,large_cap_europe_quality,high_fcf_yield,cyclical,High FCF and buybacks; energy transition pivot modest,Commodity oil price dependence; energy transition stranded asset risk,mega,Europe,False,low,no,low,2026-03-11
CNQ,Canadian Natural Resources Ltd.,Energy,Oil & Gas Production,52wk_high,high_fcf_yield,cyclical,Low-cost oil sands producer; long-life reserves dividend capacity,Commodity oil price dependence; no durable moat,large,Other,False,low,no,low,2026-03-11
MU,Micron Technology Inc.,Technology,Memory Semiconductors / DRAM / NAND,52wk_high,mean_reversion,cyclical,HBM memory demand from AI accelerators; cycle at high point,Pure commodity memory pricing cycle; no moat in DRAM/NAND,large,US,False,low,no,low,2026-03-11
VZ,Verizon Communications Inc.,Communication Services,Wireless / Telecom,fcf_roic,high_fcf_yield,income,High dividend yield; FCF stable but growth limited,No pricing power; capex-heavy; secular subscriber pressure,mega,US,False,low,no,low,2026-03-11
T,AT&T Inc.,Communication Services,Wireless / Telecom,fcf_roic,high_fcf_yield,income,Debt reduction improving FCF; dividend yield attracts income investors,Massive debt legacy; no competitive differentiation,large,US,False,low,no,low,2026-03-11
INGA.AS,ING Groep NV,Financials,European Banking,large_cap_europe_quality,mean_reversion,value,Digital bank model improving ROE; NIM expansion in rate environment,European banking regulation; credit cycle exposure; no durable moat,large,Europe,False,low,no,low,2026-03-11
BNP.PA,BNP Paribas SA,Financials,European Banking,large_cap_europe_quality,mean_reversion,value,Largest EU bank by assets; capital return improving,European banking systemic risk; low ROE; no moat,large,Europe,False,low,no,low,2026-03-11
HSBA.L,HSBC Holdings plc,Financials,Global Banking,large_cap_europe_quality,mean_reversion,value,Asia-heavy bank benefiting from rate environment,China exposure; banking moat absent; restructuring ongoing,mega,Europe,False,low,no,low,2026-03-11
CRH,CRH plc,Materials,Building Materials,large_cap_europe_quality,mean_reversion,cyclical,Infrastructure materials play; US re-listing and infrastructure bill benefit,Building materials commodity; cycle-dependent; no moat,mega,Europe,False,low,no,low,2026-03-11
DSV.CO,DSV A/S,Industrials,Global Freight & Logistics,large_cap_europe_quality,quality_compounder,cyclical,Serial freight M&A consolidator; DB Schenker acquisition transformative,Freight forwarding commodity service; DB Schenker integration risk,large,Europe,False,low,no,low,2026-03-11
KNIN.SW,Kuehne + Nagel International AG,Industrials,Global Freight Forwarding,large_cap_europe_quality,quality_compounder,cyclical,Top freight forwarder; digital KNAPP logistics platform differentiating,Freight cycle commodity; volume and rate sensitivity deep,large,Europe,False,low,no,low,2026-03-11
DG.PA,Vinci SA,Industrials,Construction / Concessions,large_cap_europe_quality,quality_compounder,compounder,Airport and motorway concessions provide high-quality annuity cash flows,Construction segment cyclical; French political risk on concessions,large,Europe,False,low,no,medium,2026-03-11
AIR.PA,Airbus SE,Industrials,Commercial Aerospace,large_cap_europe_quality,quality_compounder,compounder,Boeing delivery crisis creates multi-year Airbus order windfall,Supply chain constraints limit delivery upside; duopoly risk if Boeing recovers,mega,Europe,False,low,no,medium,2026-03-11
